auc,TP,FP,FN,TN,Pos Prop,n,mu1,mu2,deltamu,sig1,sig2,deltasig,effectsize,pospred
0.9962962962962962,0.03,0.0,0.002,0.268,0.1,500,0,7.6,7.6,1,2.0,1.0,2.5014768552556452,0.032
0.9666666666666667,0.028,0.002,0.0,0.27,0.1,500,0,7.7,7.7,1,2.0,1.0,2.6152232993043674,0.028
0.9962962962962962,0.03,0.0,0.002,0.268,0.1,500,0,7.8,7.8,1,2.0,1.0,2.655389473218515,0.032
1.0,0.03,0.0,0.0,0.27,0.1,500,0,7.9,7.9,1,2.0,1.0,2.678456443725092,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,8.0,8.0,1,2.0,1.0,2.5722559507010465,0.03
0.9333333333333333,0.026,0.004,0.0,0.27,0.1,500,0,8.1,8.1,1,2.0,1.0,2.590406645168324,0.026
1.0,0.03,0.0,0.0,0.27,0.1,500,0,8.2,8.2,1,2.0,1.0,2.5658203863937867,0.03
0.9666666666666667,0.028,0.002,0.0,0.27,0.1,500,0,8.3,8.3,1,2.0,1.0,2.6183656713277808,0.028
1.0,0.03,0.0,0.0,0.27,0.1,500,0,8.4,8.4,1,2.0,1.0,2.701547167028802,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,8.5,8.5,1,2.0,1.0,2.756961440195822,0.03
0.9666666666666667,0.028,0.002,0.0,0.27,0.1,500,0,8.6,8.6,1,2.0,1.0,2.5892528989271053,0.028
1.0,0.03,0.0,0.0,0.27,0.1,500,0,8.7,8.7,1,2.0,1.0,2.6235531319383893,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,8.8,8.8,1,2.0,1.0,2.6959232173705736,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,8.9,8.9,1,2.0,1.0,2.7660177317273704,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,9.0,9.0,1,2.0,1.0,2.7310053634055245,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,9.1,9.1,1,2.0,1.0,2.774877937630026,0.03
0.9666666666666667,0.028,0.002,0.0,0.27,0.1,500,0,9.2,9.2,1,2.0,1.0,2.7349547376318166,0.028
1.0,0.03,0.0,0.0,0.27,0.1,500,0,9.3,9.3,1,2.0,1.0,2.790003345689293,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,9.4,9.4,1,2.0,1.0,2.684335880562836,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,9.5,9.5,1,2.0,1.0,2.7621592213357076,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,9.6,9.6,1,2.0,1.0,2.7613779178335087,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,9.7,9.7,1,2.0,1.0,2.7897637859843867,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,9.8,9.8,1,2.0,1.0,2.7991932446314136,0.03
1.0,0.03,0.0,0.0,0.27,0.1,500,0,9.9,9.9,1,2.0,1.0,2.8222411309188926,0.03
0.5,0.0,0.03,0.0,0.27,0.1,500,0,0.0,0.0,1,3.0,2.0,0.0,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,0.1,0.1,1,3.0,2.0,0.03570548463468696,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,0.2,0.2,1,3.0,2.0,0.06552574924358819,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,0.3,0.3,1,3.0,2.0,0.10582938576752357,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,0.4,0.4,1,3.0,2.0,0.14157669464712794,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,0.5,0.5,1,3.0,2.0,0.17879556249655917,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,0.6,0.6,1,3.0,2.0,0.1994885682043777,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,0.7,0.7,1,3.0,2.0,0.25266984950372184,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,0.8,0.8,1,3.0,2.0,0.2929611708197034,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,0.9,0.9,1,3.0,2.0,0.32283102042727824,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,1.0,1.0,1,3.0,2.0,0.3380410551632494,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,1.1,1.1,1,3.0,2.0,0.3789755337576111,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,1.2,1.2,1,3.0,2.0,0.44130427708179915,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,1.3,1.3,1,3.0,2.0,0.4782962102319649,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,1.4,1.4,1,3.0,2.0,0.47408949766921205,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,1.5,1.5,1,3.0,2.0,0.49511741229685013,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,1.6,1.6,1,3.0,2.0,0.5752060729328914,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,1.7,1.7,1,3.0,2.0,0.5906885647101987,0.0
0.5,0.0,0.03,0.0,0.27,0.1,500,0,1.8,1.8,1,3.0,2.0,0.6411041606019875,0.0
